manufacturer,model,slug,status
Chevrolet,CORVETTE C7 R,Chevrolet_Corvette_C7.R,resolved
Chevrolet,CORVETTE C7 R CONVERTIBLE,Chevrolet_Corvette_(C7),resolved
Chevrolet,CORVETTE CALLAWAY TWIN TURBO,Callaway_Cars,resolved
Chevrolet,CORVETTE CHASSIS,Chevrolet_Corvette_(C8),resolved
Chevrolet,CORVETTE CONVERTIBLE,Chevrolet_Corvette_(C6),resolved
Chevrolet,CORVETTE CONVERTIBLE 101,Chevrolet_Camaro_(first_generation),resolved
Chevrolet,CORVETTE CONVERTIBLE 22,Chevrolet_Corvette_(C8),resolved
Chevrolet,CORVETTE CONVERTIBLE 226,,unresolved
Chevrolet,CORVETTE CONVERTIBLE 268,Chevrolet_Corvette_(C2),resolved
Chevrolet,CORVETTE CONVERTIBLE 289,Chevrolet_K5_Blazer,resolved
Chevrolet,CORVETTE CONVERTIBLE 37,Chevrolet_Corvette_(C5),resolved
Chevrolet,CORVETTE CONVERTIBLE 46,Chevrolet_Corvette_(C1),resolved
Chevrolet,CORVETTE CONVERTIBLE 48,Chevrolet_Corvette_(C6),resolved
Chevrolet,CORVETTE CONVERTIBLE 48 2,Chevrolet_Corvette_(C8),resolved
Chevrolet,CORVETTE CONVERTIBLE 68,Chevrolet_Corvette_(C3),resolved
Chevrolet,CORVETTE CONVERTIBLE 77,Chevrolet_Corvette_(C2),resolved
Chevrolet,CORVETTE CONVERTIBLE 82,Chevrolet_Corvette_(C5),resolved
Chevrolet,CORVETTE CONVERTIBLE 84,Chevrolet_Corvette_(C3),resolved
Chevrolet,CORVETTE CONVERTIBLE CONVERSION,Chevrolet_Corvette_(C4),resolved
Chevrolet,CORVETTE COUPE,Chevrolet_Corvette_(C2),resolved
Chevrolet,CORVETTE COUPE 217,Chevrolet_Impala,resolved
Chevrolet,CORVETTE COUPE 24 2,Chevrolet_Corvette_(C5),resolved
Chevrolet,CORVETTE COUPE 28,Chevrolet_Corvette_(C8),resolved
Chevrolet,CORVETTE COUPE 36,Chevrolet_Corvette_(C2),resolved
Chevrolet,CORVETTE COUPE 38,Chevrolet_Corvette_(C7),resolved
Chevrolet,CORVETTE COUPE 57,Chevrolet_Corvette_(C8),resolved
Chevrolet,CORVETTE COUPE 58,Chevrolet_Corvette_(C5),resolved
Chevrolet,CORVETTE COUPE 60,Chevrolet_Corvette_(C2),resolved
Chevrolet,CORVETTE COUPE 67,Chevrolet_Monte_Carlo,resolved
Chevrolet,CORVETTE COUPE 98,Chevrolet_Corvette_(C2),resolved
Chevrolet,CORVETTE CUSTOM ANTEROS TARGA COUPE,,unresolved
Chevrolet,CORVETTE DEALERSHIP PROMOTIONAL GO KART DISPLAY,,unresolved
Chevrolet,CORVETTE E RAY,Chevrolet_Corvette_(C8),resolved
Chevrolet,CORVETTE GRAND SPORT CONVERTIBLE,Chevrolet_Corvette_(C6),resolved
Chevrolet,CORVETTE GRAND SPORT COUPE,Chevrolet_Corvette_(C2),resolved
Chevrolet,CORVETTE GRAND SPORT COUPE 33,Chevrolet_Corvette_(C2),resolved
Chevrolet,CORVETTE STINGRAY,Chevrolet_Corvette_Stingray,resolved
Chevrolet,CORVETTE STINGRAY CONVERTIBLE,Chevrolet_Corvette_(C7),resolved
Chevrolet,CORVETTE STINGRAY CONVERTIBLE 62,Chevrolet_Corvette_(C2),resolved
Chevrolet,CORVETTE STINGRAY COUPE,Chevrolet_Corvette_(C8),resolved
Chevrolet,CORVETTE Z06,Chevrolet_Corvette_(C6),resolved
Chevrolet,CORVETTE Z06 104,Chevrolet_Corvette_(C5),resolved
Chevrolet,CORVETTE Z06 188,Chevrolet_small-block_engine_(1954–2003),resolved
Chevrolet,CORVETTE Z06 87,Chevrolet_Gemini_small-block_engine,resolved
Chevrolet,CORVETTE Z06 CONVERTIBLE,Chevrolet_Corvette_(C5),resolved
Chevrolet,CORVETTE Z06 CONVERTIBLE 42,Chevrolet_Corvette_(C2),resolved
Chevrolet,CORVETTE Z06 COUPE,Chevrolet_Corvette_(C5),resolved
Chevrolet,CORVETTE Z06 COUPE 98,Chevrolet_Corvette_(C2),resolved
Chevrolet,CORVETTE ZR 1,Chevrolet_Corvette_ZR1,resolved
Chevrolet,CORVETTE ZR 1 14,Chevrolet_Corvette_(C5),resolved
Chevrolet,CORVETTE ZR 1 165,Chevrolet_Corvette_(C5),resolved
Chevrolet,CORVETTE ZR 1 19,Chevrolet_Corvette_(C5),resolved
Chevrolet,CORVETTE ZR 1 191,Chevrolet_small-block_engine_(1954–2003),resolved
Chevrolet,CORVETTE ZR 1 25,Chevrolet_Corvette_(C5),resolved
Chevrolet,CORVETTE ZR 1 62,Chevrolet_small-block_engine_(1954–2003),resolved
Chevrolet,CORVETTE ZR 1 66,Chevrolet_Corvette_(C4),resolved
Chevrolet,CORVETTE ZR1,Chevrolet_Corvette_ZR1,resolved
Chevrolet,CORVETTE ZR1 CONVERTIBLE,Chevrolet_Corvette_(C4),resolved
Chevrolet,CORVETTE ZR1 COUPE,Chevrolet_Corvette_(C6),resolved
Chevrolet,CORVETTE ZR1X,Chevrolet_Corvette_(C8),resolved
Chevrolet,Camaro (1st Generation – 1967-1969),Chevrolet_small-block_engine_(1954–2003),resolved
Chevrolet,Camaro (2nd Generation – 1970-1981),Chevrolet_Camaro_(second_generation),resolved
Chevrolet,Camaro (3rd Generation – 1982-1992),Chevrolet_Camaro_(third_generation),resolved
Chevrolet,Camaro (4th Generation – 1993-2002),Chevrolet_Camaro_(fourth_generation),resolved
Chevrolet,Camaro (5th Generation – 2010-2015),Chevrolet_Camaro_(fifth_generation),resolved
Chevrolet,Camaro (6th Generation – 2016-2024),Chevrolet_Camaro_(fifth_generation),resolved
Chevrolet,Camaro 1st Generation 1967-1969,Chevrolet_small-block_engine_(1954–2003),resolved
Chevrolet,Camaro 2nd Generation 1970-1981,Chevrolet_Camaro_(second_generation),resolved
Chevrolet,Camaro 3rd Generation 1982-1992,Chevrolet_Camaro_(third_generation),resolved
Chevrolet,Camaro 4th Generation 1993-2002,Chevrolet_Camaro_(fourth_generation),resolved
Chevrolet,Camaro 5th Generation 2010-2015,Chevrolet_Camaro_(fifth_generation),resolved
Chevrolet,Camaro 6th Generation 2016-2024,Chevrolet_Camaro_(fifth_generation),resolved
Chevrolet,Caprice,Chevrolet_Caprice,resolved
Chevrolet,Cavalier,Chevrolet_Cavalier,resolved
Chevrolet,Chevelle,Chevrolet_Chevelle,resolved
Chevrolet,Colorado,Chevrolet_Colorado,resolved
Chevrolet,Corvair,Chevrolet_Corvair,resolved
Chevrolet,Corvair Greenbrier and Corvan,Chevrolet_Corvair,resolved
Chevrolet,Corvair Rampside and Loadside Pickup,Chevrolet_Corvair,resolved
Chevrolet,Corvette C1,Chevrolet_Corvette_(C1),resolved
Chevrolet,Corvette C2,Chevrolet_Corvette_(C2),resolved
Chevrolet,Corvette C3,Chevrolet_Corvette_(C3),resolved
Chevrolet,Corvette C4 Callaway,Chevrolet_Corvette_(C4),resolved
Chevrolet,Corvette C4 Collector Edition,Chevrolet_Corvette_(C4),resolved
Chevrolet,Corvette C4 Convertible,Chevrolet_Corvette_(C4),resolved
Chevrolet,Corvette C4 Coupe,Chevrolet_Corvette_(C4),resolved
Chevrolet,Corvette C4 Grand Sport,Chevrolet_Corvette_(C4),resolved
Chevrolet,Corvette C4 Race Car,Chevrolet_Corvette_(C4),resolved
Chevrolet,Corvette C4 ZR-1,Chevrolet_Corvette_(C4),resolved
Chevrolet,Corvette C5,Chevrolet_Corvette_(C5),resolved
Chevrolet,Corvette C5 Convertible,Chevrolet_Corvette_(C5),resolved
Chevrolet,Corvette C5 Z06,Chevrolet_Corvette_(C5),resolved
Chevrolet,Corvette C6,Chevrolet_Corvette_(C6),resolved
Chevrolet,Corvette C7,Chevrolet_Corvette_(C7),resolved
Chevrolet,Corvette C8,Chevrolet_Corvette_(C8),resolved
Chevrolet,Corvette Callaway,Callaway_Cars,resolved
Chevrolet,DALLARA CORVETTE DAYTONA PROTOTYPE EX WAYNE TAYLOR RACING 2008 2012 DALLARA CORVETTE DAYTONA PROTOTYPE,,unresolved
Chevrolet,Delray,Chevrolet_Delray,resolved
Chevrolet,El Camino,Chevrolet_El_Camino,resolved
Chevrolet,Express,Chevrolet_Express,resolved
Chevrolet,G-Series Van,Chevrolet_van,resolved
Chevrolet,HHR,Chevrolet_HHR,resolved
Chevrolet,Impala,Chevrolet_Impala,resolved
Chevrolet,Impala (1958),Chevrolet_Impala,resolved
Chevrolet,Impala Race Car,Chevrolet_Impala,resolved
Chevrolet,Impala SS,Chevrolet_Impala,resolved
Chevrolet,Independence & Confederate,Chevrolet_Series_BA_Confederate,resolved
Chevrolet,K5 Blazer 1969-1972,Chevrolet_K5_Blazer,resolved
Chevrolet,K5 Blazer 1973-1991,Chevrolet_K5_Blazer,resolved
Chevrolet,Kodiak,Chevrolet_Kodiak,resolved
Chevrolet,LAND SPEED RACECAR CORVETTE STYLE LAND SPEED CAR,,unresolved
Chevrolet,LOLA CORVETTE GTP,Chevrolet_Corvette_GTP,resolved
Chevrolet,LUMINA,Chevrolet_Lumina,resolved
Chevrolet,LUMINA 3,Chevrolet_Lumina,resolved
Chevrolet,LUMINA NASCAR RACE CAR,Chevrolet_Lumina,resolved
Chevrolet,LUV,Chevrolet_LUV,resolved
Chevrolet,MONZA V8 TOWNE COUPE,Chevrolet_Monza,resolved
Chevrolet,Monte Carlo,Chevrolet_Monte_Carlo,resolved
Chevrolet,"National, International, & Universal",Chevrolet_Series_AD_Universal,resolved
Chevrolet,Nomad,Chevrolet_Nomad,resolved
Chevrolet,Nova,Chevrolet_Chevy_II_/_Nova,resolved
Chevrolet,P30 STEP VAN,Chevrolet_Step-Van,resolved
Chevrolet,Parts and Automobilia – Engines,,unresolved
Chevrolet,Pickup,List_of_Chevrolet_pickup_trucks,resolved
Chevrolet,S-10,Chevrolet_S-10,resolved
Chevrolet,S-10 Blazer 1982-1994,Chevrolet_S-10_Blazer,resolved
Chevrolet,SS Sedan,Chevrolet_SS,resolved
Chevrolet,SSR,Chevrolet_SSR,resolved
Chevrolet,Silverado GMT800,Chevrolet_Silverado,resolved
Chevrolet,Silverado GMT800 Heavy Duty,Chevrolet_Silverado,resolved
Chevrolet,Silverado GMT900,Chevrolet_Silverado,resolved
Chevrolet,Silverado GMT900 Heavy Duty,Chevrolet_Silverado,resolved
Chevrolet,Silverado K2XX,Chevrolet_Silverado,resolved
Chevrolet,Silverado T1XX (2019+),Chevrolet_Silverado,resolved
Chevrolet,"Special, Deluxe, & Fleetline",Chevrolet_Deluxe,resolved
Chevrolet,"Standard, Master, Master Deluxe, & Special Deluxe",Chevrolet_Master,resolved
Chevrolet,"Stylemaster, Fleetmaster, & Fleetline",Chevrolet_Fleetmaster,resolved
Chevrolet,Suburban,Chevrolet_Suburban,resolved
Chevrolet,Suburban (GMT400 1992-1999),Chevrolet_Suburban_(eighth_generation),resolved
Chevrolet,Suburban (GMT800 2000-2006),GMT800,resolved
Chevrolet,Suburban (GMT900 2007-2014),GMT900,resolved
Chevrolet,TAHOE,Chevrolet_Tahoe,resolved
Chevrolet,Tahoe GMT400,Chevrolet_Tahoe,resolved
Chevrolet,Tahoe GMT800,Chevrolet_Tahoe,resolved
Chevrolet,Tahoe GMT900,GMT900,resolved
Chevrolet,Tahoe K2XX,Chevrolet_Tahoe,resolved
Chevrolet,Task Force Pickup,Chevrolet_Task_Force,resolved
Chevrolet,Trailblazer,Chevrolet_Trailblazer,resolved
Chevrolet,Tri-5,Chevrolet_Nomad,resolved
Chevrolet,Vega,Chevrolet_Vega,resolved
Chevrolet,YEOMAN,Chevrolet_Yeoman,resolved
Chris Craft,CHRIS CRAFT DELUXE RUNABOUT,,unresolved
Chris Craft,CHRIS CRAFT LANCER,Gley_Lancer,resolved
Chris-Craft,CHRIS CRAFT 17 RUNABOUT,Hacker-Craft,resolved
Chris-Craft,CHRIS CRAFT COBRA,Chris-Craft_Boats,resolved
Chris-Craft,Chris-Craft Continental,Kelly_Craft,resolved
Chris-Craft,Chris-Craft Runabout,Chris-Craft_Boats,resolved
Chris-Craft,Chris-Craft Sportsman,Chris-Craft_Commander,resolved
Chrysler,CHRYSLER,,unresolved
Chrysler,CHRYSLER 200,Chrysler_300,resolved
Chrysler,CHRYSLER 300,Chrysler_Building,resolved
Chrysler,CHRYSLER CD 8,Chrysler_Sebring,resolved
Chrysler,CHRYSLER CM6 ROADSTER,,unresolved
Chrysler,CHRYSLER E CLASS,Chrysler,resolved
Chrysler,CHRYSLER LHS,Chrysler_300,resolved
Chrysler,CHRYSLER MODEL 75 4 DOOR TOURING,Chrysler_300,resolved
Chrysler,CHRYSLER SEBRING,Chrysler_300,resolved
Chrysler,CHRYSLER SERIES 72 ROADSTER,Chrysler_LeBaron,resolved
Chrysler,CHRYSLER SERIES 75 COUPE WITH RUMBLE SEAT,Chrysler_Hemi_engine,resolved
Chrysler,CHRYSLER WAYFARER COUPE UTILITY,Chrysler_(brand),resolved
Chrysler,Chrysler & DeSoto Airflow,Chrysler_Airflow,resolved
Chrysler,Chrysler 300,Chrysler_Building,resolved
Chrysler,Chrysler 300 Letter Series,Chrysler_300_letter_series,resolved
Chrysler,Chrysler 300 Non-Letter Series,Chrysler_300_letter_series,resolved
Chrysler,Chrysler Conquest & Mitsubishi Starion,Mitsubishi_Starion,resolved
Chrysler,Chrysler Cordoba,Chrysler_Cordoba,resolved
Chrysler,Chrysler Crossfire,Chrysler_300,resolved
Chrysler,Chrysler Fifth Avenue,Chrysler_Fifth_Avenue,resolved
Chrysler,Chrysler Imperial,Chrysler_Building,resolved
Chrysler,Chrysler K-Car,Chrysler_Turbine_Car,resolved
Chrysler,Chrysler LeBaron,Chrysler_Voyager,resolved
Chrysler,Chrysler New Yorker,Chrysler,resolved
Chrysler,Chrysler Newport,Chrysler,resolved
Chrysler,Chrysler PT Cruiser,Chrysler_PT_Cruiser,resolved
Chrysler,Chrysler Pacifica Minivan,Chrysler_Pacifica_(minivan),resolved
Chrysler,Chrysler Sebring,Chrysler_300,resolved
Chrysler,Chrysler Sno-Runner,,unresolved
Chrysler,Chrysler TC by Maserati,Chrysler_TC_by_Maserati,resolved
Chrysler,Chrysler Town & Country,Chrysler_Town_&_Country_(minivan),resolved
Chrysler,Chrysler Town & Country Minivan,Chrysler_Pacifica_(minivan),resolved
Chrysler,Chrysler Voyager,Chrysler,resolved
Chrysler,Chrysler Windsor,Chrysler_Sebring,resolved
Cisitalia,CISITALIA 808 XF,Cisitalia,resolved
Citroën,CITROEN BX,Citroën_C1,resolved
Citroën,CITROEN GS,Citroën_Visa,resolved
Citroën,CITROEN HY,Citroën_H_Van,resolved
Citroën,Citroen 2CV,Citroën_2CV,resolved
Citroën,Citroen CX,Citroën_C5,resolved
Citroën,Citroen DS,Citroën_DS,resolved
Citroën,Citroen Mehari,Citroën_E-Méhari,resolved
Citroën,Citroen SM,Citroën_Saxo,resolved
Citroën,Citroen Traction Avant,Citroën_Traction_Avant,resolved
Classic Roadsters,500K REPLICA BY CLASSIC ROADSTERS,,unresolved
Classic Roadsters,CLASSIC ROADSTERS MARLENE,,unresolved
Confederate,CONFEDERATE MOTORCYCLE HELLCAT,,unresolved
Cord,Cord 810/812,Cord_810/812,resolved
Cord,Cord Replica,Cord_(automobile),resolved
Crosley,CROSLEY SKORPION PROTOTYPE,,unresolved
Crosley,"Crosley Sedan, Convertible, & Wagon",Crosley_Motors,resolved
Crosley,Crosley Super Sport & Hot Shot,Crosley_Motors,resolved
Cushman,CUSHMAN HAULSTER,Cushman_(company),resolved
Cushman,CUSHMAN PACEMAKER MODEL,Cushman_(company),resolved
Cushman,CUSHMAN PACKAGE KAR,,unresolved
Cushman,CUSHMAN SCOOTER,Cushman_(company),resolved
Cushman,CUSHMAN SERIES,,unresolved
Cushman,CUSHMAN TRUCKSTER,Cushman_(company),resolved
Cushman,Cushman Eagle,Cushman_(company),resolved
Cz,CZ 250 MOTOCROSS,,unresolved
Cz,CZ FALTA 400,,unresolved
Daihatsu,DAIHATSU MIDGET 2,Daihatsu,resolved
Daihatsu,DAIHATSU MIDGET II,Daihatsu,resolved
Daihatsu,DAIHATSU MIRA,Daihatsu,resolved
Daihatsu,DAIHATSU MIRA GINO,Daihatsu_Mira,resolved
Daihatsu,DAIHATSU NAKED,Daihatsu_Mira,resolved
Daihatsu,DAIHATSU TAFT,Daihatsu_Terios,resolved
Daihatsu,Daihatsu Hijet,Daihatsu_Hijet,resolved
Daihatsu,Daihatsu Midget,Daihatsu_Hijet,resolved
Daimler,DAIMLER DS420,Daimler_DS420,resolved
Daimler,Daimler Ferret,Daimler_Company,resolved
Daimler,Daimler SP250,Daimler_SP250,resolved
Dallara,DALLARA EXP,Dallara_SP1,resolved
Dallara,DALLARA INDY LIGHTS,Dallara,resolved
DeLorean,DeLorean DMC-12,DMC_DeLorean,resolved
Desoto,DESOTO CUSTOM,DeSoto_(automobile),resolved
Desoto,DESOTO DELUXE FIRST SERIES,DeSoto_(automobile),resolved
Desoto,DESOTO SEDAN,DeSoto_(automobile),resolved
Desoto,DeSoto Firedome,DeSoto_Firedome,resolved
Desoto,DeSoto Fireflite,DeSoto_(automobile),resolved
Detomaso,DeTomaso Mangusta,,unresolved
Detomaso,DeTomaso Pantera,De_Tomaso_Pantera,resolved
Detomaso,DeTomaso Vallelunga,,unresolved
Devin,DEVIN,Devin_Booker,resolved
Devin,DEVIN D,Devin_Booker,resolved
Devin,DEVIN SPECIAL,Devin_Booker,resolved
Diamond T,DIAMOND T 201 PICKUP,Diamond_T,resolved
Diamond T,DIAMOND T COE,Diamond_T,resolved
Dkw,DKW Tin Banana,,unresolved
Dodge,& Plymouth Neon,Chrysler_Neon,resolved
Dodge,"330, 440, & 880",Dodge_330,resolved
Dodge,A100 Pickup,Dodge_A100,resolved
Dodge,ASPEN,Dodge_Aspen,resolved
Dodge,B-Series,Dodge_B_series,resolved
Dodge,C-Series,Dodge_C_series,resolved
Dodge,COUPE,Dodge_Viper,resolved
Dodge,Caravan & Grand Caravan,Dodge_Caravan,resolved
Dodge,Challenger,Dodge_Challenger,resolved
Dodge,"Challenger (non-SRT, 2009-2023)",Dodge_Challenger_(2008),resolved
Dodge,Challenger SRT Demon & Super Stock,Dodge_Challenger_(2008),resolved
Dodge,Challenger SRT Hellcat,Dodge_Challenger_(2008),resolved
Dodge,Challenger SRT8 & 392,Dodge_Challenger_(2008),resolved
Dodge,Charger,Dodge_Charger,resolved
Dodge,Coronet,Dodge_Coronet,resolved
Dodge,D-Series,Dodge_D_series,resolved
Dodge,D5 TOURING SEDAN,Dodge_Series_D5,resolved
Dodge,DB SENIOR,Dodge,resolved
Dodge,Dakota,Dodge_Dakota,resolved
Dodge,Dart,Dodge_Dart,resolved
Dodge,Daytona & Chrysler Laser,Dodge_Daytona,resolved
Dodge,Demon,Dodge_Demon,resolved
Dodge,Durango,Dodge_Durango,resolved
Dodge,HC/KC Pickup,,unresolved
Dodge,INTREPID NASCAR RACE CAR,NASCAR_O'Reilly_Auto_Parts_Series,resolved
Dodge,MODEL 30,Dodge_30-35,resolved
Dodge,Magnum,Dodge_Magnum,resolved
Dodge,Military Vehicles,List_of_Dodge_vehicles,resolved
Dodge,NITRO,Dodge_Nitro,resolved
Dodge,Omni & Plymouth Horizon,Dodge_Omni,resolved
Dodge,Polara,Dodge_Polara,resolved
Dodge,Power Wagon,Dodge_Power_Wagon,resolved
Dodge,Ram,Ram_pickup,resolved
Dodge,Ram 1500,Ram_pickup,resolved
Dodge,Ram 1500 (2019+),Ram_pickup,resolved
Dodge,Ram HD,Ram_pickup,resolved
Dodge,Ram HD (2019+),Ram_pickup,resolved
Dodge,Ram SRT-10 Pickup,Dodge_Ram_SRT-10,resolved
Dodge,Ram TRX,Ram_1500_TRX,resolved
Dodge,Ram Van,Dodge_Ram_Van,resolved
Dodge,Ramcharger / Plymouth Trail Duster,Dodge_Ramcharger,resolved
Dodge,Royal,Dodge_Royal,resolved
Dodge,STRATUS,Dodge_Stratus,resolved
Dodge,Shelby,Dodge_Charger_(1981),resolved
Dodge,Stealth,,unresolved
Dodge,Super Bee,Dodge_Super_Bee,resolved
Dodge,T/V/W-Series,"Dodge_T-,_V-,_W-Series",resolved
Dodge,Tradesman & Sportsman Vans,Dodge_Ram_Van,resolved
Dodge,Viper,Dodge_Viper,resolved
Dodge,Viper SR I,Dodge_Viper_(SR_I),resolved
Dodge,Viper SR II,Dodge_Viper_(SR_II),resolved
Dodge,Viper ZB I,Dodge_Viper_(ZB_I),resolved
Dodge,Viper ZB II,Dodge_Viper_(ZB_II),resolved
Dodge,WAYFARER,Dodge_Wayfarer,resolved
Donzi,DONZI 16 SKI SPORTER 2,,unresolved
Donzi,DONZI CLASSIC 22,,unresolved
Donzi,Donzi Classic,,unresolved
Ducati,DUCATI,,unresolved
Ducati,DUCATI 1198S,Ducati_1198,resolved
Ducati,DUCATI 200 ELITE,Ducati_singles,resolved
Ducati,DUCATI 250,Ducati,resolved
Ducati,DUCATI 749 DARK,Ducati,resolved
Ducati,DUCATI 749R,Ducati_749,resolved
Ducati,DUCATI 848,Ducati,resolved
Ducati,DUCATI 860GT,Ducati,resolved
Ducati,DUCATI 888,Ducati_Corse,resolved
Ducati,DUCATI 907 IE,Ducati,resolved
Ducati,DUCATI DESERTX,Ducati,resolved
Ducati,DUCATI DIANA MARK 3,Ducati_Diana_Mark_3,resolved
Ducati,DUCATI F1 750,Ducati_851,resolved
Ducati,DUCATI HYPERMOTARD 950SP,,unresolved
Ducati,DUCATI MONZA,Ducati_Diana,resolved
Ducati,DUCATI PASO 750 LIMITED,Ducati,resolved
Ducati,DUCATI ROAD,Ducati,resolved
Ducati,DUCATI SCRAMBLER,Ducati,resolved
Ducati,DUCATI ST3,Ducati,resolved
Ducati,DUCATI ST3S ABS,Ducati_ST_series,resolved
Ducati,DUCATI ST4,Ducati,resolved
Ducati,DUCATI ST4S,Ducati_ST_series,resolved
Ducati,DUCATI ST4S DESMOQUATTRO,Ducati_ST_series,resolved
Ducati,DUCATI SUPERSPORT S,Ducati,resolved
Ducati,DUCATI TURISMO,Ducati_Bronco,resolved
Ducati,Ducati 1098,Ducati,resolved
Ducati,Ducati 1198,Ducati,resolved
Ducati,Ducati 450,Ducati_Corse,resolved
Ducati,Ducati 748,Ducati,resolved
Ducati,Ducati 749,Ducati,resolved
Ducati,Ducati 750 & 900 Super Sport,Ducati,resolved
Ducati,Ducati 750 F1,Ducati_851,resolved
Ducati,Ducati 750 Sport,Ducati,resolved
Ducati,"Ducati 750, 800, 900, & 1000 Supersport",Ducati_Monster,resolved
Ducati,Ducati 851,Ducati,resolved
Ducati,Ducati 916,Ducati,resolved
Ducati,Ducati 996,Ducati,resolved
Ducati,Ducati 998,Ducati,resolved
Ducati,Ducati 999,Ducati,resolved
Ducati,Ducati Desmosedici,Ducati,resolved
Ducati,Ducati Diavel,Ducati,resolved
Ducati,Ducati Hypermotard,Ducati,resolved
Ducati,Ducati MH900e,Ducati_MH900e,resolved
Ducati,Ducati Monster,Ducati,resolved
Ducati,Ducati Multistrada,Ducati,resolved
Ducati,Ducati Panigale,Ducati,resolved
Ducati,Ducati Paul Smart,Ducati,resolved
Ducati,Ducati ST,Ducati_ST_series,resolved
Ducati,Ducati Scrambler,Ducati,resolved
Ducati,Ducati SportClassic,Ducati,resolved
Ducati,Ducati Streetfighter,Ducati,resolved
Ducati,Ducati SuperSport (2017+),Ducati,resolved
Ducati,Ducati Superleggera,Ducati,resolved
Ebr,EBR 1190SX,,unresolved
Edsel,EDSEL CITATION,Edsel_Ford,resolved
Edsel,EDSEL CORSAIR,Edsel_Ford,resolved
Edsel,EDSEL PACER,Edsel,resolved
Edsel,EDSEL RANGER,Edsel,resolved
Edsel,EDSEL RANGER 4 DOOR SEDAN,Edsel_Ranger,resolved
Edsel,EDSEL VILLAGER,Edsel,resolved
Edsel,Edsel Ranger,Edsel,resolved
Elva,ELVA COURIER,Elva_(car_manufacturer),resolved
Excalibur,EXCALIBUR PHAETON,Excalibur_(automobile),resolved
Excalibur,Excalibur Phaeton,Excalibur_(automobile),resolved
Exomotive,EXOMOTIVE EXOCET SPORT,,unresolved
Facel Vega,FACEL VEGA FVS,Facel_Vega_FV,resolved
Factory Five,Factory Five GTM,Factory_Five_Racing,resolved
Fargo,FARGO F SERIES,Fargo_(1996_film),resolved
Ferrari,12Cilindri,Ferrari_12Cilindri,resolved
Ferrari,250 GT,Ferrari_250,resolved
Ferrari,250 GTE,Ferrari_250,resolved
Ferrari,275 GTS,Ferrari_275,resolved
Ferrari,288 GTO,Ferrari_288_GTO,resolved
Ferrari,296 GTB/GTS,Ferrari_296,resolved
Ferrari,308,Ferrari_308_GTB/GTS,resolved
Ferrari,308 GT4,Ferrari_GT4,resolved
Ferrari,308 GTB/GTS,Ferrari_308_GTB/GTS,resolved
Ferrari,328,Ferrari_328,resolved
Ferrari,330 GT 2+2,Ferrari_330,resolved
Ferrari,348,Ferrari_348,resolved
Ferrari,360,Ferrari_360,resolved
Ferrari,365 GT 2+2,Ferrari_365,resolved
Ferrari,365 GT4 2+2/400/400i/412,"Ferrari_365_GT4_2+2,_400_and_412",resolved
Ferrari,365 GTC/4,Ferrari_365_GTC/4,resolved
Ferrari,456,Ferrari_456,resolved
Ferrari,458,Ferrari_458,resolved
Ferrari,488,Ferrari_488,resolved
Ferrari,550 Maranello,Ferrari_550,resolved
Ferrari,575M,Ferrari_575M_Maranello,resolved
Ferrari,599 GTB & GTO,Ferrari_599,resolved
Ferrari,"599 GTB, GTO, & SA Aperta",Ferrari_599,resolved
Ferrari,612 Scaglietti,Ferrari_612_Scaglietti,resolved
Ferrari,812,Ferrari_812_Superfast,resolved
Ferrari,Berlinetta Boxer,Ferrari_Berlinetta_Boxer,resolved
Ferrari,California,Ferrari_California,resolved
Ferrari,Daytona,Ferrari_Daytona,resolved
Ferrari,Dino,Dino_(marque),resolved
Ferrari,F12berlinetta,Ferrari_F12,resolved
Ferrari,F355,Ferrari_F355,resolved
Ferrari,F430,Ferrari_F430,resolved
Ferrari,F8,Ferrari_F8,resolved
Ferrari,FF,Ferrari_FF,resolved
Ferrari,GTC4Lusso,Ferrari_GTC4Lusso,resolved
Ferrari,LaFerrari,LaFerrari,resolved
Ferrari,Mondial,Ferrari_Mondial,resolved
Ferrari,Portofino,Ferrari_Portofino,resolved
Ferrari,Roma,Ferrari_Roma,resolved
Ferrari,SF90,Ferrari_SF90,resolved
Ferrari,Testarossa,Ferrari_Testarossa,resolved
Fiat,FIAT 1200 SEDAN,Fiat_Tipo_(2015),resolved
Fiat,FIAT 1200 TV SPIDER,Fiat_1100,resolved
Fiat,FIAT 2300S,Fiat_Dino,resolved
Fiat,FIAT CARROZZERIA COLLI 6C 1500 SUPERLEGGERA BARCHETTA,,unresolved
Fiat,Fiat 124 Spider,Fiat_124_Spider_(2016),resolved
Fiat,Fiat 124 Sport Coupe,Fiat_Coupé,resolved
Fiat,Fiat 126,Fiat_Ducato,resolved
Fiat,Fiat 128,Fiat_500,resolved
Fiat,Fiat 500,Fiat_500_(2007),resolved
Fiat,Fiat 500 Jolly,Fiat_500,resolved
Fiat,Fiat 500 Topolino,"Fiat_500_""Topolino""",resolved
Fiat,Fiat 600 Jolly,Fiat_600,resolved
Fiat,Fiat 600 Multipla,Fiat_Multipla,resolved
Fiat,Fiat 600 Sedan,Fiat_600,resolved
Fiat,Fiat 850,Fiat_Punto,resolved
Fiat,Fiat Dino,Fiat_Panda,resolved
Fiat,Fiat Nuova 500,Fiat_500,resolved
Fiat,Fiat Panda,Fiat_Punto,resolved
Fiat,Fiat X1/9,Fiat_X1/9,resolved
